"","ID","Increased_Work_Hours","Work_From_Home","Hours_Worked_Per_Day","Meetings_Per_Day","Productivity_Change","Stress_Level","Health_Issue","Job_Security","Childcare_Responsibilities","Commuting_Changes","Technology_Adaptation","Salary_Changes","Team_Collaboration_Challenges","Sector","Affected_by_Covid"
"7078",7078,"augmentation","Oui",9.33,1.9,"Aucun changement","Low","Oui","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"7079",7079,"augmentation","Oui",9.94,5.01,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Non","Healthcare","Oui"
"7080",7080,"augmentation","Oui",10.1,4.24,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"7081",7081,"augmentation","Oui",9.03,4.09,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"7082",7082,"augmentation","Oui",8.5,2.08,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7083",7083,"augmentation","Non",9.59,3.71,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Retail","Oui"
"7084",7084,"augmentation","Oui",4.08,2.21,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Education","Oui"
"7085",7085,"Maintien ou une diminution","Oui",8.43,4.73,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"7086",7086,"Maintien ou une diminution","Oui",8.11,3.36,"Aucun changement","High","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Augmentation ou diminution","Non","IT","Oui"
"7087",7087,"augmentation","Oui",8.43,3.23,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"7088",7088,"augmentation","Oui",7.83,1.7,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"7089",7089,"augmentation","Oui",8.87,5.55,"Aucun changement","High","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Augmentation ou diminution","Oui","Healthcare","Oui"
"7090",7090,"Maintien ou une diminution","Oui",6.86,3.62,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7091",7091,"Maintien ou une diminution","Non",10.26,4.14,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","IT","Oui"
"7092",7092,"augmentation","Oui",8.95,2.9,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","IT","Oui"
"7093",7093,"augmentation","Oui",8.31,1.53,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7094",7094,"Maintien ou une diminution","Oui",6.61,3.21,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Non","Healthcare","Oui"
"7095",7095,"augmentation","Oui",9.64,3.45,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"7096",7096,"augmentation","Oui",8.42,4.44,"Aucun changement","High","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Education","Oui"
"7097",7097,"augmentation","Oui",6.49,3.47,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Healthcare","Oui"
"7098",7098,"Maintien ou une diminution","Oui",7.89,2.93,"Aucun changement","Low","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"7099",7099,"Maintien ou une diminution","Oui",9.26,1.75,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"7100",7100,"augmentation","Non",9.11,4.08,"Aucun changement","Medium","Oui","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","IT","Oui"
"7101",7101,"augmentation","Oui",8.98,2.81,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"7102",7102,"Maintien ou une diminution","Oui",8.19,5.99,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"7103",7103,"augmentation","Oui",10.06,4.23,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7104",7104,"Maintien ou une diminution","Oui",10.48,4.85,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","IT","Oui"
"7105",7105,"Maintien ou une diminution","Non",9.48,3.63,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"7106",7106,"Maintien ou une diminution","Oui",6.83,4.31,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Healthcare","Oui"
"7107",7107,"Maintien ou une diminution","Oui",5.89,2.67,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"7108",7108,"Maintien ou une diminution","Oui",6.92,2.24,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Education","Oui"
"7109",7109,"augmentation","Oui",11.91,4.03,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"7110",7110,"Maintien ou une diminution","Oui",8.57,4.86,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"7111",7111,"augmentation","Oui",12.26,1.09,"Aucun changement","High","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"7112",7112,"augmentation","Oui",7.76,3.26,"Aucun changement","Low","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7113",7113,"augmentation","Oui",7.49,6.77,"Aucun changement","High","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"7114",7114,"Maintien ou une diminution","Oui",7.86,4.72,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"7115",7115,"augmentation","Oui",7.82,6.31,"Aucun changement","High","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"7116",7116,"augmentation","Oui",6.46,3.05,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"7117",7117,"augmentation","Non",5.71,3.32,"Aucun changement","Low","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Healthcare","Oui"
"7118",7118,"Maintien ou une diminution","Oui",9.01,5.46,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","IT","Oui"
"7119",7119,"augmentation","Oui",10.11,4.94,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Non","Healthcare","Oui"
"7120",7120,"augmentation","Oui",12.89,3.86,"Aucun changement","Low","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Education","Oui"
"7121",7121,"Maintien ou une diminution","Oui",7.14,2.11,"Aucun changement","Low","Oui","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7122",7122,"Maintien ou une diminution","Oui",7.3,5.74,"Augmentation ou une diminution de la productivité","High","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Augmentation ou diminution","Oui","Education","Oui"
"7123",7123,"augmentation","Non",6.46,7.77,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Oui","Education","Oui"
"7124",7124,"augmentation","Oui",10.26,1.65,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"7125",7125,"augmentation","Oui",9.63,6.11,"Aucun changement","Low","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"7126",7126,"augmentation","Oui",6.25,3.3,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7127",7127,"Maintien ou une diminution","Non",6.2,3.5,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Education","Oui"
"7128",7128,"Maintien ou une diminution","Oui",9.91,4.41,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Retail","Oui"
"7129",7129,"augmentation","Oui",8.77,2.2,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","IT","Oui"
"7130",7130,"augmentation","Oui",9.52,3.95,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"7131",7131,"augmentation","Oui",6.24,1.59,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","IT","Oui"
"7132",7132,"augmentation","Oui",4.25,4.72,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Healthcare","Oui"
"7133",7133,"augmentation","Oui",6.26,7.36,"Augmentation ou une diminution de la productivité","Low","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Augmentation ou diminution","Oui","Retail","Oui"
"7134",7134,"Maintien ou une diminution","Oui",9.38,3.05,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Non","Education","Oui"
"7135",7135,"augmentation","Oui",12.23,3.75,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Augmentation ou diminution","Oui","Education","Oui"
"7136",7136,"augmentation","Oui",7.15,3.83,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"7137",7137,"augmentation","Oui",12.56,5.48,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7138",7138,"augmentation","Oui",9.66,4.61,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Augmentation ou diminution","Oui","Education","Oui"
"7139",7139,"augmentation","Oui",5.22,5.39,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Augmentation ou diminution","Oui","IT","Oui"
"7140",7140,"Maintien ou une diminution","Oui",8.43,3.25,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"7141",7141,"augmentation","Oui",9.73,4.66,"Aucun changement","High","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Augmentation ou diminution","Oui","Retail","Oui"
"7142",7142,"Maintien ou une diminution","Oui",3.15,1.06,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Education","Oui"
"7143",7143,"augmentation","Oui",9.29,5.01,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"7144",7144,"Maintien ou une diminution","Oui",10.35,2.18,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Non","Healthcare","Oui"
"7145",7145,"augmentation","Oui",8.8,3.51,"Aucun changement","High","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"7146",7146,"augmentation","Oui",7.88,5.12,"Aucun changement","Low","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Oui","Healthcare","Oui"
"7147",7147,"augmentation","Oui",7.66,1.7,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7148",7148,"augmentation","Oui",7.54,5.64,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"7149",7149,"augmentation","Oui",5.65,3.82,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Augmentation ou diminution","Oui","Education","Oui"
"7150",7150,"augmentation","Non",6.63,6.18,"Aucun changement","High","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7151",7151,"augmentation","Oui",7.17,2.65,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Education","Oui"
"7152",7152,"Maintien ou une diminution","Oui",8.23,1.29,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"7153",7153,"augmentation","Oui",6.89,3.96,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Non","Education","Oui"
"7154",7154,"Maintien ou une diminution","Oui",6.27,4.89,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"7155",7155,"Maintien ou une diminution","Oui",9.52,5.01,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Non","Healthcare","Oui"
"7156",7156,"augmentation","Oui",8.75,2.3,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"7157",7157,"augmentation","Oui",6.93,1.57,"Aucun changement","Low","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Augmentation ou diminution","Oui","Education","Oui"
"7158",7158,"augmentation","Oui",9.02,3.54,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","IT","Oui"
"7159",7159,"augmentation","Oui",7.1,4.78,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"7160",7160,"augmentation","Oui",8.13,4.7,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"7161",7161,"augmentation","Oui",9.96,6.36,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Education","Oui"
"7162",7162,"augmentation","Oui",6.8,3.44,"Aucun changement","Low","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7163",7163,"augmentation","Oui",5.66,1.24,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Augmentation ou diminution","Oui","Retail","Oui"
"7164",7164,"augmentation","Oui",7.71,5.8,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Non","Healthcare","Oui"
"7165",7165,"Maintien ou une diminution","Oui",5.28,4.3,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7166",7166,"Maintien ou une diminution","Oui",7.45,4.43,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7167",7167,"augmentation","Oui",7.44,5.16,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"7168",7168,"augmentation","Oui",3.08,5.9,"Aucun changement","High","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"7169",7169,"Maintien ou une diminution","Oui",9.07,3.97,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"7170",7170,"augmentation","Oui",7.64,5.77,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","IT","Oui"
"7171",7171,"augmentation","Oui",10.37,4.83,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"7172",7172,"augmentation","Oui",8.44,3.02,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"7173",7173,"augmentation","Non",9.48,3.66,"Aucun changement","Medium","Oui","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"7174",7174,"augmentation","Non",10.39,4.93,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Non","Education","Oui"
"7175",7175,"Maintien ou une diminution","Non",7.74,2.94,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"7176",7176,"augmentation","Oui",8,5.33,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"7177",7177,"augmentation","Oui",4.86,4.24,"Aucun changement","Medium","Oui","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"7178",7178,"augmentation","Oui",10.48,4.58,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","Healthcare","Oui"
"7179",7179,"Maintien ou une diminution","Oui",7.71,6.17,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Non","IT","Oui"
"7180",7180,"augmentation","Oui",5.99,4.54,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"7181",7181,"Maintien ou une diminution","Oui",9.48,4.11,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Education","Oui"
"7182",7182,"augmentation","Oui",3.65,3.88,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7183",7183,"augmentation","Oui",7.15,3.8,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"7184",7184,"augmentation","Oui",9.82,4.47,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"7185",7185,"Maintien ou une diminution","Oui",7.13,6.05,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"7186",7186,"augmentation","Oui",6.57,3.09,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","IT","Oui"
"7187",7187,"augmentation","Oui",7.17,2.97,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"7188",7188,"Maintien ou une diminution","Oui",3.99,5.93,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"7189",7189,"augmentation","Non",9.44,3.16,"Aucun changement","High","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Education","Oui"
"7190",7190,"augmentation","Non",7.76,4.33,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Augmentation ou diminution","Oui","Healthcare","Oui"
"7191",7191,"augmentation","Non",7.46,3.12,"Aucun changement","Medium","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Non","Retail","Oui"
"7192",7192,"augmentation","Oui",7.47,1.49,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"7193",7193,"augmentation","Oui",8.03,4.3,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Education","Oui"
"7194",7194,"Maintien ou une diminution","Oui",9.31,5.68,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Augmentation ou diminution","Oui","Healthcare","Oui"
"7195",7195,"augmentation","Non",7.9,3.91,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"7196",7196,"augmentation","Oui",5.28,1.78,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7197",7197,"Maintien ou une diminution","Non",9.16,4.17,"Aucun changement","Medium","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"7198",7198,"augmentation","Oui",9,2.87,"Augmentation ou une diminution de la productivité","High","Oui","Moindre sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Oui","Healthcare","Oui"
"7199",7199,"augmentation","Non",8.42,0.08,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Augmentation ou diminution","Oui","Retail","Oui"
"7200",7200,"augmentation","Oui",10.16,3.88,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Non","Retail","Oui"
"7201",7201,"augmentation","Oui",8.07,4.78,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"7202",7202,"Maintien ou une diminution","Oui",10.23,5.77,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7203",7203,"augmentation","Oui",10.82,6.64,"Aucun changement","High","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Augmentation ou diminution","Oui","IT","Oui"
"7204",7204,"Maintien ou une diminution","Oui",9.17,4.98,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"7205",7205,"augmentation","Non",6.51,5.41,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","IT","Oui"
"7206",7206,"Maintien ou une diminution","Oui",7.74,2.08,"Augmentation ou une diminution de la productivité","Low","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Healthcare","Oui"
"7207",7207,"Maintien ou une diminution","Oui",10.48,6.44,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7208",7208,"augmentation","Oui",5.01,5.91,"Aucun changement","High","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Non","IT","Oui"
"7209",7209,"augmentation","Oui",7.22,3.45,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Healthcare","Oui"
"7210",7210,"augmentation","Oui",7.32,5.03,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Education","Oui"
"7211",7211,"augmentation","Oui",6.27,4.88,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7212",7212,"Maintien ou une diminution","Non",9.75,6.21,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7213",7213,"Maintien ou une diminution","Oui",8.76,3.78,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Non","Retail","Oui"
"7214",7214,"augmentation","Non",6.58,2.89,"Aucun changement","Medium","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Augmentation ou diminution","Oui","Education","Oui"
"7215",7215,"Maintien ou une diminution","Oui",9.22,3.27,"Aucun changement","High","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"7216",7216,"augmentation","Oui",7.69,5.35,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Healthcare","Oui"
"7217",7217,"augmentation","Non",6.22,1.13,"Aucun changement","Low","Non","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Non","Education","Oui"
"7218",7218,"augmentation","Oui",6.58,0.5,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"7219",7219,"augmentation","Oui",8.88,5.35,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Healthcare","Oui"
"7220",7220,"augmentation","Oui",9.88,4.42,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
